example_id,class_level,book_id,source_chunk_ids,task_type,question,answer,options,correct_answer,passage,evidence_quote,status,human_decision,review_notes
NCTB-SFT-00210,8,class8-english,class8-english-chunk-0043;class8-english-chunk-0044,passage_grounded_qa,What did the teacher say to Ta-chan when a snake almost bit him?,"""The snakes here ain't poisonous, and they won't hurt you if you don't hurt them.""",,,"A little snake put its head out and very nearly bit the hand of Ta-chan, one of the older boys, but the farming teacher reassured him, “The snakes here ain't poisonous, and they won't hurt you if you don't hurt them.”","""A little snake put its head out and very nearly bit the hand of Ta-chan, one of the older boys, but the farming teacher reassured him, “The snakes here ain't poisonous, and they won't hurt you if you don't hurt them.”""",candidate,,
NCTB-SFT-00211,8,class8-english,class8-english-chunk-0043;class8-english-chunk-0044,short_qa,What happened when two or three children were gathered together?,Talk would turn to the progress of their field.,,,,"""And whenever two or three of them were gathered together, talk would turn to the progress of their field.”""",candidate,,
NCTB-SFT-00212,8,class8-english,class8-english-chunk-0043;class8-english-chunk-0044,passage_grounded_qa,What was true about the children despite other events happening?,They were still enfolded in the very heart of peace.,,,But S as the children discussed their tiny field - they were still enfolded in the very heart of peace.,"""But S as the children discussed their tiny field - they were still enfolded in the very heart of peace.”""",candidate,,
NCTB-SFT-00213,8,class8-english,class8-english-chunk-0043;class8-english-chunk-0044,short_qa,Where were the children assembled?,Besides the Kuhonbutsu pond.,,,,"""Let's begin then,"" said the farming teacher. The place where they were assembled was besides the Kuhonbutsu pond and it was a particularly quiet section--a pleasant place, where the pond was shaded by trees.”",candidate,,
NCTB-SFT-00214,8,class8-english,class8-english-chunk-0043;class8-english-chunk-0044,passage_grounded_qa,Who reported on the progress of the field?,Someone would visit the field and report to the head-master and the other children.,,,Every day someone would visit the field and report to the head-master and the other children on how it was doing.,"""Every day someone would visit the field and report to the head-master and the other children on how it was doing.”""",candidate,,
NCTB-SFT-00215,8,class8-english,class8-english-chunk-0045;class8-english-chunk-0047,passage_grounded_qa,What carries the independent identity of their culture?,"Musical instruments, folk songs and traditional dances.",,,"Musical instruments, folk songs and traditional dances also carry independent identity of their culture.","Musical instruments, folk songs and traditional dances also carry independent identity of their culture.",candidate,,
NCTB-SFT-00216,8,class8-english,class8-english-chunk-0045;class8-english-chunk-0047,short_qa,What did the children feel while working on the field?,A sense of peace.,,,,"Despite the terrible things happening in the world, the children felt a sense of peace while working on their field.",candidate,,
NCTB-SFT-00217,8,class8-english,class8-english-chunk-0045;class8-english-chunk-0047,passage_grounded_qa,What do the designs and patterns of the clothes represent?,The pride of the richness of their cultural heritage and creativity.,,,The design and patterns of these clothes reflect the pride of the richness of their cultural heritage and creativity.,The design and patterns of these clothes reflect the pride of the richness of their cultural heritage and creativity.,candidate,,
NCTB-SFT-00218,8,class8-english,class8-english-chunk-0045;class8-english-chunk-0047,short_qa,What does 'dilapidated' mean?,Something or someone causing inconvenience or annoyance.,,,,nuisance — something or someone causing inconvenience or annoyance.,candidate,,
NCTB-SFT-00219,8,class8-english,class8-english-chunk-0045;class8-english-chunk-0047,mcq,What is one reason why ethnic communities are struggling?,,"A lack of natural resources | The beauty of small ethnic communities lies in their peaceful lifestyle, strong traditions and deep connection with nature. | An abundance of cultural diversity | Increased government support","The beauty of small ethnic communities lies in their peaceful lifestyle, strong traditions and deep connection with nature.",,"Still, the beauty of small ethnic communities lies in their peaceful lifestyle, strong traditions and deep connection with nature.",candidate,,
NCTB-SFT-00220,8,class8-english,class8-english-chunk-0045;class8-english-chunk-0047,mcq,What type of attire did the new teacher wear?,,"A suit and tie | Formal attire, including a necktie and dress shoes | Casual clothes like jeans and a t-shirt | Traditional ethnic clothing","Formal attire, including a necktie and dress shoes",,"The new teacher was wearing formal attire, including a necktie and dress shoes.",candidate,,
NCTB-SFT-00221,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,passage_grounded_qa,What does Mita do at the immigration booth?,She hands in her passport and the departure card to the officer.,,,Mita stands in front of one of the booths. She hands in her passport and the departure card to the officer.,She hands in her passport and the departure card to the officer.,candidate,,
NCTB-SFT-00222,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,short_qa,What does Mita say when the officer asks if it’s her first visit to Thailand?,Yes.,,,,'Yes.',candidate,,
NCTB-SFT-00223,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,mcq,What does the officer ask Mita?,,‘Are you travelling alone?’ | ‘Where are you going to stay?’ | ‘How long are you going to stay there?’ | ‘Is this your first visit to Thailand?’,‘Are you travelling alone?’,,'Are you travelling alone?' asks the officer.,candidate,,
NCTB-SFT-00224,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,passage_grounded_qa,What does the officer say before returning Mita’s passport?,"""Have a safe journey.""",,,"The officer keeps the departure card, and returns the passport to Mita. ""Have a safe journey.""","""Have a safe journey.”",candidate,,
NCTB-SFT-00225,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,short_qa,What is Mita’s full name?,Mita Sultana Ahmed,,,,Mita’s full name is Mita Sultana Ahmed.,candidate,,
NCTB-SFT-00226,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,mcq,What is the flight number for Mita’s trip to Thailand?,,BG 88 | FG 99 | HK 123 | KL 456,BG 88,,flight number BG 88 on 14 July 2012.,candidate,,
NCTB-SFT-00227,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,mcq,What type of visa does Mita have?,,Student Visa | Tourist Visa | Work Visa | Business Visa,Tourist Visa,,"The visa is valid for three months. It will expire on September 27, 2012. It is a tourist visa.",candidate,,
NCTB-SFT-00228,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,short_qa,When does Mita’s passport expire?,8 June 2015,,,,It will expire on 8 June 2015.,candidate,,
NCTB-SFT-00229,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,passage_grounded_qa,Where do Mita and her family go after completing immigration?,The passengers’ departure lounge,,,"Once all of them are done, they walk towards the passengers’ departure lounge.",they walk towards the passengers’ departure lounge.,candidate,,
NCTB-SFT-00230,8,class8-english,class8-english-chunk-0051;class8-english-chunk-0052,mcq,Where is Mita going to stay?,,A hostel | A hotel | A campsite | An Airbnb,A hotel,,‘Where are you going to stay?’ ‘In a hotel.’,candidate,,
NCTB-SFT-00231,8,class8-english,class8-english-chunk-0053;class8-english-chunk-0054,short_qa,What is mentioned as a reason for not allowing liquids on board?,Security reasons.,,,,"For security reasons, the officials who do the baggage checking will seize and throw them away”",candidate,,
NCTB-SFT-00232,8,class8-english,class8-english-chunk-0053;class8-english-chunk-0054,mcq,What is the name of the airline?,,Air India | Bangladesh Biman | United Airlines | Delta Airlines,Bangladesh Biman,,Thank you for choosing Bangladesh Biman.,candidate,,
NCTB-SFT-00233,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,passage_grounded_qa,How long should you keep your oxygen mask on?,Until a uniformed crew member advises you to remove it.,,,Keep your mask on until a uniformed crew member advises you to remove it.,Keep your mask on until a uniformed crew member advises you to remove it.,candidate,,
NCTB-SFT-00234,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,mcq,What is prohibited on this flight?,,Eating and drinking | Smoking | Using electronic devices | Talking to other passengers,Smoking,,We remind you that this is a nonsmoking flight.,candidate,,
NCTB-SFT-00235,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,short_qa,What is the captain’s name?,Rashid Akbar,,,,Good afternoon passengers. This is your captain Rashid Akbar speaking.,candidate,,
NCTB-SFT-00236,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,mcq,What position should you assume in the event of an emergency?,,Standing up straight | The bracing-position | Lying on your side | Sitting comfortably,The bracing-position,,"In the event of an emergency, please assume the bracing position.",candidate,,
NCTB-SFT-00237,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,short_qa,What should you do to inflate the vest?,Pull firmly on the red cord.,,,,"To inflate the vest, pull firmly on the red cord,",candidate,,
NCTB-SFT-00238,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,short_qa,What temperature is it in Bangkok?,32 degree Celsius,,,,The temperature is 32 degree Celsius for this afternoon.,candidate,,
NCTB-SFT-00239,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,passage_grounded_qa,What will passengers be able to see if the weather is good?,A great view of the city,,,"If the weather is good, we should get a great view of the city as we descend.","If the weather is good, we should get a great view of the city as we descend.",candidate,,
NCTB-SFT-00240,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,mcq,What will the cabin crew offer passengers?,,A full meal | A light snack and drinks | An hour-long movie | A detailed flight map,A light snack and drinks,,The cabin crew will be coming around in about twenty minute’s time to offer you a light snack and drinks.,candidate,,
NCTB-SFT-00241,8,class8-english,class8-english-chunk-0055;class8-english-chunk-0056,short_qa,Where is the life vest located?,In a pouch under your seat or between the armrests.,,,,A life vest is located in a pouch under your seat or between the armrests.,candidate,,
NCTB-SFT-00242,8,class8-english,class8-english-chunk-0059;class8-english-chunk-0061,short_qa,How long did it take to reach their destination?,About one and a half hours.,,,,It about one and a half hours to reach their destination.,candidate,,
NCTB-SFT-00243,8,class8-english,class8-english-chunk-0059;class8-english-chunk-0061,mcq,How often did the trade take place at the Tha Kha floating market?,,"Every day. | Only on Sundays. | Fridays, Saturdays and Sundays. | Only during the full moon.","Fridays, Saturdays and Sundays.",,"Nowadays, the trade takes place on Fridays, Saturdays and Sundays too.",candidate,,
NCTB-SFT-00244,8,class8-english,class8-english-chunk-0059;class8-english-chunk-0061,short_qa,What did Mita read about?,The floating market.,,,,Mita read about the floating market in the internet...,candidate,,
NCTB-SFT-00245,8,class8-english,class8-english-chunk-0059;class8-english-chunk-0061,mcq,What were the sellers displaying for sale?,,"Fruits, vegetables, local food, and delicious sweets. | Cars and motorcycles. | Books and magazines. | Clothes and shoes.","Fruits, vegetables, local food, and delicious sweets.",,"fruits, vegetables, local food, and delicious sweets.",candidate,,
NCTB-SFT-00246,8,class8-english,class8-english-chunk-0068;class8-english-chunk-0069,mcq,Approximately how much money does the bedey woman earn per month?,,$1500 taka | $2000 taka | $3000 taka | $4000 taka,$3000 taka,,Not enough. About 3000 taka per month.,candidate,,
NCTB-SFT-00247,8,class8-english,class8-english-chunk-0068;class8-english-chunk-0069,mcq,Approximately what percentage of gypsy children receive primary education?,,2 percent | 5 percent | 8 percent | 10 percent,2 percent,,Only 2 percent of gypsy children are given primary ---------- -----------.,candidate,,
NCTB-SFT-00248,8,class8-english,class8-english-chunk-0068;class8-english-chunk-0069,passage_grounded_qa,For how long has the bedey woman been living in this camp?,Four months,,,Four months. Since last January.,Four months. Since last January.,candidate,,
NCTB-SFT-00249,8,class8-english,class8-english-chunk-0068;class8-english-chunk-0069,passage_grounded_qa,How does the bedey woman heal people?,With traditional herbs and healing art.,,,With traditional herbs and healing art.,With traditional herbs and healing art.,candidate,,
NCTB-SFT-00250,8,class8-english,class8-english-chunk-0068;class8-english-chunk-0069,short_qa,What is a river gypsy?,River gypsies are among the nation’s groups.,,,,The river gypsies are among the Nation's ---------------- groups.,candidate,,
NCTB-SFT-00251,8,class8-english,class8-english-chunk-0068;class8-english-chunk-0069,short_qa,What is Jihan studying?,Sociology,,,,Jihan studies Sociology at Dhaka University.,candidate,,
NCTB-SFT-00252,8,class8-english,class8-english-chunk-0068;class8-english-chunk-0069,mcq,What is the government offering to river gypsies?,,"Fishing licenses | Voting rights, permanent housing and bank-loan facilities | Snake charming training | Traditional herbal remedies","Voting rights, permanent housing and bank-loan facilities",,"Therefore, the government is offering voting rights, permanent housing and bank-loan facilities.",candidate,,
NCTB-SFT-00253,8,class8-english,class8-english-chunk-0068;class8-english-chunk-0069,passage_grounded_qa,What skills do the river gypsies inherit?,Necessary life skills to survive in water.,,,They have inherited from their forefathers necessary life skills to survive in water.,They have inherited from their forefathers necessary life skills to survive in water.,candidate,,
NCTB-SFT-00254,8,class8-english,class8-english-chunk-0070;class8-english-chunk-0073,mcq,What did Bedeys catch during the winter/rainy/summer season?,,Fish. | Snakes. | Birds. | Deer.,Snakes.,,7 1. Bedeys catch snakes during the winter/rainy/summer season.,candidate,,
NCTB-SFT-00255,8,class8-english,class8-english-chunk-0070;class8-english-chunk-0073,mcq,What did Bedeys sometimes go vending?,,Far from home. | To the riverbanks. | To the lakesides. | To the seashore.,Far from home.,,3. They sometimes go vending far from home by rickshaw/ on foot/ by cart.,candidate,,
NCTB-SFT-00256,8,class8-english,class8-english-chunk-0070;class8-english-chunk-0073,mcq,What did females of the bedey families contribute to the family income?,,Education. | Health. | Trade. | Agriculture.,Trade.,,2. Females of the bedey families contribute to the family income/education/ health with petty trades.,candidate,,
NCTB-SFT-00257,8,class8-english,class8-english-chunk-0070;class8-english-chunk-0073,mcq,What did Khaled Hosseini's story ‘Sea Prayer’ inspire?,,The story of Alan Kurdi. | A fictional tale about refugees. | A poem about the Mediterranean Sea. | A travelogue describing coastal journeys.,The story of Alan Kurdi.,,"""Sea Prayer"" was inspired by the story of Alan Kurdi, a three-year-old Syrian refugee who drowned in the Mediterranean Sea in September 2015 while trying to reach safely in Europe.",candidate,,
NCTB-SFT-00258,8,class8-english,class8-english-chunk-0074;class8-english-chunk-0075,mcq,What is Charles Anderson Dana's famous quote regarding news?,,When a dog bites a man that is news. | When a man bites a dog that is news. | News should be objective and recent. | Fake news is always misleading.,When a man bites a dog that is news.,,"'When a dog bites a man that is not news, but when a man bites a dog that is news,’ says Charles Anderson Dana.'",candidate,,
NCTB-SFT-00259,8,class8-english,class8-english-chunk-0074;class8-english-chunk-0075,passage_grounded_qa,Who said the quote about a dog and a man?,Charles Anderson Dana.,,,"‘When a dog bites a man that is not news, but when a man bites a dog that is news,’ says Charles Anderson Dana.","'When a dog bites a man that is not news, but when a man bites a dog that is news,’ says Charles Anderson Dana.'",candidate,,
NCTB-SFT-00260,8,class8-english,class8-english-chunk-0076;class8-english-chunk-0078,mcq,In what year did the Pennsylvania Packet and The Daily Advertiser first appear?,,1605 | 1784 | 1665 | 59 BC,1784,,"The Pennsylvania Packet and The Daily Advertiser were the first daily newspapers from the US, which came out in 1784.",candidate,,
NCTB-SFT-00261,8,class8-english,class8-english-chunk-0076;class8-english-chunk-0078,mcq,What does a fresh newspaper with tea or coffee symbolize?,,A new form of transportation | The start of the workday | Modern urban life | A religious ritual,Modern urban life,,A fresh newspaper with a hot cup of tea or coffee has been the symbol of modern urban life.,candidate,,
NCTB-SFT-00262,8,class8-english,class8-english-chunk-0076;class8-english-chunk-0078,passage_grounded_qa,What is the name of England's oldest newspaper?,The London Gazette,,,The London Gazette claims to be England’s oldest newspaper published in 1665.,The London Gazette claims to be England’s oldest newspaper published in 1665.,candidate,,
NCTB-SFT-00263,8,class8-english,class8-english-chunk-0076;class8-english-chunk-0078,mcq,When was the first Acta Diurna published?,,1665 | 1784 | 59 BC | 1605,59 BC,,Acta Diurna was published in ancient Rome in 59 BC.,candidate,,
NCTB-SFT-00264,8,class8-english,class8-english-chunk-0076;class8-english-chunk-0078,mcq,"Which country published the first weekly newspaper, Account of All Distinguished and Commemorable News?",,England | Germany | Italy | United States,Germany,,"Johann Carolus published the first weekly newspaper, Account of All Distinguished and Commemorable News, from Germany in 1605.",candidate,,
NCTB-SFT-00265,8,class8-english,class8-english-chunk-0079;class8-english-chunk-0080,passage_grounded_qa,What do some people still desire?,Having a printed newspaper.,,,"Yet, having a printed newspaper is still an obsession for many people in the world.","Yet, having a printed newspaper is still an obsession for many people in the world.",candidate,,
NCTB-SFT-00266,8,class8-english,class8-english-chunk-0079;class8-english-chunk-0080,short_qa,What was the first newspaper printed in India?,Hickey’s Bengal Gazette,,,,The first newspaper printed in India was Hickey’s Bengal Gazette in 1780 under the British Raj.,candidate,,
NCTB-SFT-00267,8,class8-english,class8-english-chunk-0079;class8-english-chunk-0080,mcq,When was the Samachar Darpan published?,,1780 | 1818 | 2001 | 1947,1818,,"In this process, the first Bangla weekly newspaper, the Samachar Darpan, came out in 1818.",candidate,,
NCTB-SFT-00268,8,class8-english,class8-english-chunk-0079;class8-english-chunk-0080,passage_grounded_qa,Where does 'there' appear in this sentence?,'Before/after a form of verb ‘to be’',,,There is sometimes used in the beginning of a sentence immediately before/after a form of verb ‘to be’ when the subject noun is an uncertain person or a thing.,There is sometimes used in the beginning of a sentence immediately before/after a form of verb ‘to be’.,candidate,,
NCTB-SFT-00269,8,class8-english,class8-english-chunk-0081;class8-english-chunk-0082,short_qa,What does a TV news report usually begin with?,One or two short sentences.,,,,A TV news report usually begins with an announcement. One or two short sentences explain what it is about.,candidate,,
NCTB-SFT-00270,8,class8-english,class8-english-chunk-0081;class8-english-chunk-0082,passage_grounded_qa,What skill is important for a TV report?,The skills of the camera operator,,,It depends on the skills of the camera operator.,It depends on the skills of the camera operator.,candidate,,
NCTB-SFT-00271,8,class8-english,class8-english-chunk-0083;class8-english-chunk-0086,mcq,In what year did Polan Sarkar receive the Ekushey Padak?,,1990 | 2006 | 2011 | 1921,2011,,"He won the Ekushey Padak in 2011, Bangladesh’s second-highest civilian award, for his contribution to society.",candidate,,
NCTB-SFT-00272,8,class8-english,class8-english-chunk-0083;class8-english-chunk-0086,passage_grounded_qa,What kind of movement did Polan Sarkar initiate?,A social movement of distributing books free of charge.,,,Polan Sarkar started a social movement of distributing books free of charge.,Polan Sarkar started a social movement of distributing books free of charge.,candidate,,
NCTB-SFT-00273,8,class8-english,class8-english-chunk-0083;class8-english-chunk-0086,mcq,What was Polan Sarkar awarded with in 2011?,,The Nobel Prize | The Ekushey Padak | A local award for community service | An international journalism award,The Ekushey Padak,,"He won the Ekushey Padak in 2011, Bangladesh’s second-highest civilian award, for his contribution to society.",candidate,,
NCTB-SFT-00274,8,class8-english,class8-english-chunk-0083;class8-english-chunk-0086,short_qa,What was Polan Sarkar known as?,Alor Ferrywala,,,,"Ekushey Padak winner, Polan Sarkar, affectionately called Alor Ferrywala, a torch bearer...",candidate,,
NCTB-SFT-00275,8,class8-english,class8-english-chunk-0083;class8-english-chunk-0086,passage_grounded_qa,What was Polan Sarkar's birthdate?,"August 1, 1921",,,"Born in August 1, 1921, Polan Sarkar’s real name is Harez Uddin.","Born in August 1, 1921, Polan Sarkar’s real name is Harez Uddin.",candidate,,
NCTB-SFT-00276,8,class8-english,class8-english-chunk-0083;class8-english-chunk-0086,passage_grounded_qa,Where did Polan Sarkar pass away?,Bausha village in Bagha upazila of Rajshahi.,,,The 98-year-old had been suffering from old-age complications. He passed away surrounded by his loved ones at his home of Bausha village in Bagha upazila of Rajshahi.,He passed away surrounded by his loved ones at his home of Bausha village in Bagha upazila of Rajshahi.,candidate,,
NCTB-SFT-00277,8,class8-english,class8-english-chunk-0083;class8-english-chunk-0086,passage_grounded_qa,Where was Polan Sarkar born?,"Bagatipara, Natore.",,,"Polan Sarkar’s real name is Harez Uddin. He was born in Bagatipara, Natore.","Born in August 1, 1921, Polan Sarkar’s real name is Harez Uddin. He was born in Bagatipara, Natore.",candidate,,
NCTB-SFT-00278,8,class8-english,class8-english-chunk-0087;class8-english-chunk-0088,mcq,"What are fans, propellers and turbines?",,Types of vehicles | Other types of wheels | Musical instruments | Building materials,Other types of wheels,,"Fans, propellers, turbines are also other types of wheels.",candidate,,
NCTB-SFT-00279,8,class8-english,class8-english-chunk-0087;class8-english-chunk-0088,mcq,What did Polan Sarkar use to provide books?,,Government funds | His own money | Donations from villagers | Loans from banks,His own money,,"He __ on foot for miles, going from village to village with his books. He __ the books with his own money and __ them to the people.",candidate,,
NCTB-SFT-00280,8,class8-english,class8-english-chunk-0089;class8-english-chunk-0090,mcq,Approximately when were wheels first used on chariots?,,3500 B.C. | 2000 B.C. | 1000 B.C. | 500 B.C.,2000 B.C.,,Then they used them on chariots around 2000 B.C.,candidate,,
NCTB-SFT-00281,8,class8-english,class8-english-chunk-0089;class8-english-chunk-0090,passage_grounded_qa,In what year was the oldest ever wheel discovered?,3500 B.C.,,,The oldest ever wheel was discovered in Mesopotamia. It was in 3500 B.C.,It was in 3500 B.C.,candidate,,
NCTB-SFT-00282,8,class8-english,class8-english-chunk-0089;class8-english-chunk-0090,short_qa,What did the Egyptians do with their wheels?,They used them on chariots.,,,,Then they used them on chariots around 2000 B.C.,candidate,,
NCTB-SFT-00283,8,class8-english,class8-english-chunk-0089;class8-english-chunk-0090,passage_grounded_qa,What rivers did Mesopotamia lie alongside?,The rivers Tigris and Euphrates,,,It was along the valley of the rivers Tigris and Euphrates.,It was along the valley of the rivers Tigris and Euphrates.,candidate,,
NCTB-SFT-00284,8,class8-english,class8-english-chunk-0089;class8-english-chunk-0090,short_qa,What were the Mesopotamians?,Pioneers in many things.,,,,The Greeks were pioneers in many things.,candidate,,
NCTB-SFT-00285,8,class8-english,class8-english-chunk-0089;class8-english-chunk-0090,mcq,Where was Mesopotamia located?,,Ancient Egypt | Ancient China | Ancient Iraq | Ancient Greece,Ancient Iraq,,"Well, Mesopotamia was in ancient Iraq.",candidate,,
NCTB-SFT-00286,8,class8-english,class8-english-chunk-0089;class8-english-chunk-0090,passage_grounded_qa,Who improved the wheel after the Mesopotamians?,The Egyptians,,,"After the Mesopotamians, the wheel was further improved by the Egyptians. They first made wheels with spokes.","After the Mesopotamians, the wheel was further improved by the Egyptians.",candidate,,
NCTB-SFT-00287,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,short_qa,What does TGV stand for?,Train a Grande Vitesse,,,,"The TGV (Train a Grande Vitesse, meaning high-speed train)",candidate,,
NCTB-SFT-00288,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,mcq,What is the name of the high-speed train service in Japan?,,TGV | Bullet Train | Maglev Train | Shinkansen,Bullet Train,,The Bullet Train is the network of high-speed train service in Japan.,candidate,,
NCTB-SFT-00289,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,mcq,What was the original power source for the TGV (Train a Grande Vitesse)?,,Electric trains | Gas turbines | Magnetic trains | Steam engines,Gas turbines,,"Originally, it was powered by gas turbines.",candidate,,
NCTB-SFT-00290,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,mcq,What was the speed achieved by the TGV test train in 2007?,,320 km/h | 574.8 km/h | 200 m/h | 357.2 m/h,574.8 km/h,,It reached the speed of 574.8 km/h (357.2 m/h) on the test run.,candidate,,
NCTB-SFT-00291,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,short_qa,When did the TGV service first start between Paris and Lyon?,1981,,,,The TGV service first started between Paris and Lyon in 1981.,candidate,,
NCTB-SFT-00292,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,passage_grounded_qa,Where do the Tigris and Euphrates rivers run?,On the west of Mesopotamia,,,The Tigris and Euphrates run on the west of Mesopotamia.,The Tigris and Euphrates run on the west of Mesopotamia.,candidate,,
NCTB-SFT-00293,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,passage_grounded_qa,Where does Shang China lie?,The far east of India,,,Shang China lies --------- the far east of India.,1. Shang China lies --------- the far east of India.,candidate,,
NCTB-SFT-00294,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,passage_grounded_qa,Where is the Bay of Bengal located?,The east coast of India,,,The Bay of Bengal is ---------- the east coast of India.,The Bay of Bengal is ---------- the east coast of India.,candidate,,
NCTB-SFT-00295,8,class8-english,class8-english-chunk-0091;class8-english-chunk-0092,passage_grounded_qa,Which direction does the Ganges flow?,The north of India,,,The Ganges flows ---------- the north of India.,The Ganges flows ---------- the north of India.,candidate,,
NCTB-SFT-00296,8,class8-english,class8-english-chunk-0096;class8-english-chunk-0097,mcq,At what temperature could the body of the plane reach?,,"1,000 degree C | 2,000 degree C | 3,000 degree C | 4,000 degree C","2,000 degree C",,"the body ------------------- of the plane could reach 2,000 degree Celsius.",candidate,,
NCTB-SFT-00297,8,class8-english,class8-english-chunk-0096;class8-english-chunk-0097,mcq,What temperature does the Falcon HTV-2 withstand?,,"1,000 degree C | 1,800 degree C | 2,000 degree C | 3,000 degree C","2,000 degree C",,"It would withstand temperatures of almost 2,000 degree C.",candidate,,
NCTB-SFT-00298,8,class8-english,class8-english-chunk-0096;class8-english-chunk-0097,mcq,When was the Falcon HTV-2 born?,,1993 | 2003 | 2013 | 2023,2003,,The Falcon was born in 2003.,candidate,,
NCTB-SFT-00299,8,class8-english,class8-english-chunk-0098;class8-english-chunk-0099,short_qa,What did people use for writing materials before paper?,"Stone, metal, wood, bark, leaves.",,,,"People used the surface of stone, metal, wood, bark, leaves, etc. for writing.",candidate,,
NCTB-SFT-00300,8,class8-english,class8-english-chunk-0098;class8-english-chunk-0099,short_qa,What did people use to exchange ideas before writing?,Speaking and listening,,,,"For long, people exchanged ideas through speaking and listening.",candidate,,
NCTB-SFT-00301,8,class8-english,class8-english-chunk-0098;class8-english-chunk-0099,short_qa,What is a modern invention?,Paper,,,,"Though writing was invented very early, paper is a more modern invention.",candidate,,
NCTB-SFT-00302,8,class8-english,class8-english-chunk-0098;class8-english-chunk-0099,short_qa,What is at the centre of civilisation?,Communication of ideas,,,,Communication of ideas is at the centre of civilisation.,candidate,,
NCTB-SFT-00303,8,class8-english,class8-english-chunk-0098;class8-english-chunk-0099,passage_grounded_qa,What were some materials people used for writing before paper?,"Stone, metal, wood, bark, leaves.",,,"Before the paper age, knowledge was very restricted. Can you think of that time?","People used the surface of stone, metal, wood, bark, leaves, etc. for writing.",candidate,,
NCTB-SFT-00304,8,class8-english,class8-english-chunk-0098;class8-english-chunk-0099,mcq,When was paper invented?,,105 BC | 105 CE | 500 BCE | 1492 CE,105 CE,,"Finally, paper was invented in China in 105 CE.",candidate,,
NCTB-SFT-00305,8,class8-english,class8-english-chunk-0098;class8-english-chunk-0099,mcq,Where was paper invented?,,Egypt | Greece | China | Rome,China,,"Finally, paper was invented in China in 105 CE.",candidate,,
NCTB-SFT-00306,8,class8-english,class8-english-chunk-0100;class8-english-chunk-0101,mcq,What did the bat do while eating his dinner?,,He ate slowly and carefully. | He ate greedily. | He shared his food with the dove. | He ignored the food.,He ate greedily.,,The bat was sly. He ate greedily.”,candidate,,
NCTB-SFT-00307,8,class8-english,class8-english-chunk-0100;class8-english-chunk-0101,short_qa,What did the bat say to praise the owl?,"""O wise and brave owl, you are the most generous person I have ever seen.""",,,,"""O wise and brave owl, you are the most generous person I have ever ‘seen.”""",candidate,,
NCTB-SFT-00308,8,class8-english,class8-english-chunk-0100;class8-english-chunk-0101,passage_grounded_qa,What happened during the storm?,It started to rain heavily.,,,A storm rose. It started to rain heavily.,It started to rain heavily.,candidate,,
NCTB-SFT-00309,8,class8-english,class8-english-chunk-0100;class8-english-chunk-0101,short_qa,What kind of tree did the dove and bat find?,A century-old rain tree.,,,,They came upon a century-old rain tree.,candidate,,
NCTB-SFT-00310,8,class8-english,class8-english-chunk-0100;class8-english-chunk-0101,mcq,What was living in the rain tree?,,A fox | An owl | A squirrel | A rabbit,An owl,,An owl had his nest in that tree.,candidate,,
NCTB-SFT-00311,8,class8-english,class8-english-chunk-0100;class8-english-chunk-0101,short_qa,Where did the dove and the bat come to after flying over rivers and hills?,A big jungle.,,,,They flew over the rivers and hills and came to a big jungle.,candidate,,
NCTB-SFT-00312,8,class8-english,class8-english-chunk-0103;class8-english-chunk-0105,mcq,Which word best describes the owl’s behavior?,,Patient | Impatient | Calm | Happy,Impatient,,The owl got impatient. He wanted to hear more praises.,candidate,,
NCTB-SFT-00313,8,class8-english,class8-english-chunk-0106;class8-english-chunk-0107,short_qa,What did Grandpa suggest the crow do?,Get pebbles from the riverbed.,,,,"""Go and get pebbles from the riverbed"", he said, and drop them in.",candidate,,
NCTB-SFT-00314,8,class8-english,class8-english-chunk-0106;class8-english-chunk-0107,passage_grounded_qa,Where did the crow find straws?,In the haystacks.,,,Straws were plenty in the haystacks.,Straws were plenty in the haystacks.,candidate,,
